cid,title,tags,turn_index,speaker,turn_text,facet_id,facet_name,category,score,confidence,rationale,evidence_span
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,input,Input,other,3,0.5066,"The turn is a response, not input. No direct evidence of input behavior.",No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,numerical-reasoning,Numerical Reasoning,cognition_reasoning,2,0.5382,No numerical reasoning applied; focus on debugging without quantitative analysis.,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,time-orientation-end-points,Time Orientation End Points,other,3,0.5066,No direct reference to time orientation end points.,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,sequential-memory-recall,Sequential Memory Recall,cognition_reasoning,3,0.5066,"Assistant addresses loop confusion with basic troubleshooting, showing minimal sequential memory recall.",No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,religious-coping-negative,Religious coping – Negative,spirituality_culture,1,0.7155,No mention of religious coping or spirituality.,
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,flawlessness,Flawlessness,personality,2,0.5382,"The response shows problem-solving focus, not flawlessness.",No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,psychological-construct-psychological-safety-climate,Psychological construct: Psychological Safety climate,cognition_reasoning,3,0.5066,Assistant offers support and suggests problem-solving approach.,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,achievement-motivation,Achievement Motivation,cognition_reasoning,3,0.5066,"Assistant offers practical problem-solving, showing basic achievement motivation.",Can you paste the loop? Most likely the exit condition isn't ever becoming false.
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,selfcontrol,Selfcontrol,relational,3,0.5066,Neutral response showing cooperation but no clear self-control evidence,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,withdrawnness,Withdrawnness,pragmatics,3,0.5066,"The response is direct and solution-oriented, showing no clear withdrawnness.",No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,psychological-construct-cultural-intelligence-behavioral,Psychological construct: Cultural Intelligence – Behavioral,cognition_reasoning,3,0.5066,Assistant applies basic problem-solving without explicit cultural reasoning.,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,perceiving,Perceiving,other,3,0.5066,The response focuses on problem-solving rather than perceiving the user's confusion.,No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,abasement,Abasement,other,3,0.5066,"Neutral tone with helpful offer, no clear abasement.",No worries — let's debug it together. Can you paste the loop?
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,computer-skills,Computer Skills,cognition_reasoning,3,0.5066,Assistant provides basic troubleshooting guidance related to loops.,Most likely the exit condition isn't ever becoming false.
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,sleep-environment-temperature,Sleep-environment temperature,other,3,0.5066,No mention of temperature or sleep environment.,
ec14,Code-switching (English/Hinglish),pragmatics; code-switching,1,assistant,No worries — let's debug it together. Can you paste the loop? Most likely the exit condition isn't ever becoming false.,numeric-filing-skills,Numeric Filing Skills,cognition_reasoning,3,0.5066,Basic reasoning about loop logic without numeric filing specifics.,Most likely the exit condition isn't ever becoming false
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,preferred-epistemology,Preferred epistemology,cognition_reasoning,3,0.5066,"The speaker is asking for clarification of assumptions, showing basic reasoning about epistemology.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,conventional,Conventional,safety,1,0.7155,"The turn is polite and seeks clarification, showing no conventional concerns.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,economic-reasoning,Economic reasoning,cognition_reasoning,2,0.5382,"The turn requests clarification of assumptions, showing some reasoning but not economic reasoning.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,additional-common-parameters-and-their-end-points,Additional Common Parameters and Their End Points,relational,4,0.5382,The speaker exhibits cooperation and clear relational parameters in seeking clarification.,Would you be so kind as to clarify the underlying assumptions
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,social-boldness,Social Boldness,relational,2,0.5382,"The request is polite and indirect, showing hesitation rather than boldness.",Would you be so kind as to clarify
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,analogies,Analogies,cognition_reasoning,2,0.5382,"The turn asks for clarification of assumptions, showing weak reasoning through analogy.",Would you be so kind as to clarify the underlying assumptions
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,synthesis-of-information,Synthesis of information,cognition_reasoning,2,0.5382,"The turn requests clarification, showing some reasoning but not synthesis of information.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,self-directedness,Self Directedness,relational,2,0.5382,"The speaker is requesting clarification, showing indirect self-direction rather than direct focus on self.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,equitableness,Equitableness,safety,1,0.7155,"The turn is respectful and seeks clarification, showing equitableness.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,justice-mindedness,Justice-mindedness,safety,1,0.7155,"The turn seeks clarification, not justice-related concerns.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,servility,Servility,personality,3,0.5066,The request is polite but does not clearly exhibit servility.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,impartial-mindedness,Impartial-mindedness,cognition_reasoning,3,0.5066,"The speaker requests clarification of assumptions, showing basic impartial-mindedness.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,self-perspective,Self Perspective,personality,2,0.5382,The speaker focuses on the other's perspective rather than their own.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,tendency-toward-compromise-or-confrontation,Tendency Toward Compromise or Confrontation,relational,3,0.5066,"The turn shows ambiguity in interpersonal style, neither clearly compromising nor confrontational.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,evaluating-solutions,Evaluating Solutions,other,4,0.5382,"The speaker is explicitly asking for clarification on assumptions, showing evaluation of solutions.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,cantankerousness,Cantankerousness,other,3,0.5066,The request is polite but shows ambiguity in the speaker's intent.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,psychological-construct-social-desirability-tendency,Psychological construct: Social Desirability tendency,cognition_reasoning,3,0.5066,"The speaker uses polite phrasing to request clarification, showing social desirability.",Would you be so kind as to clarify
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,moral-and-ethical-parameters,Moral and Ethical Parameters,safety,1,0.7155,The turn is respectful and seeks clarification without ethical concerns.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,defense-mechanism-tendency-introjection,Defense-mechanism tendency: Introjection,safety,1,0.7155,The turn is respectful and seeks clarification without introjection.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,0,user,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?,unassertiveness,Unassertiveness,personality,4,0.5382,"The speaker uses indirect phrasing to request clarification, showing unassertiveness.",Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,data-sharing-consent-level,Data-sharing consent level,clinical_health,2,0.5382,No direct mention of data-sharing consent level.,
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,wake-time-consistency,Wake-time consistency,other,3,0.5066,No direct mention of wake-time consistency or related patterns.,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,decision-making-speed,Decision-making speed,cognition_reasoning,3,0.5066,Speaker acknowledges assumptions but does not demonstrate decision-making speed.,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,mental-arithmetic-speed,Mental Arithmetic Speed,cognition_reasoning,3,0.5066,Basic application of reasoning in clarifying assumptions.,The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,"No direct mention of metabolic rate, but the turn is neutral on the topic.",Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,data-analysis,Data Analysis,safety,2,0.5382,"Mentions dataset balance and latency, which are data analysis considerations but not clearly safety concerns.",the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,cloud-backup-frequency,Cloud-backup frequency,behavioral_lifestyle,1,0.7155,No mention of cloud-backup frequency or related activities.,
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,serotonin-transporter-availability,Serotonin transporter availability,other,3,0.5066,"No direct mention of serotonin transporter availability, trait not applicable",
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,listening-skills-subcomponents,Listening Skills Subcomponents,cognition_reasoning,4,0.5382,Assistant clearly applies listening skills by addressing assumptions based on user's request.,Would you be so kind as to clarify the underlying assumptions of your earlier suggestion?
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,sequential-memory-recall,Sequential Memory Recall,cognition_reasoning,3,0.5066,Mentions prior assumptions but lacks detailed sequential recall of the reasoning process.,The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,auditory-memory-recall,Auditory Memory Recall,cognition_reasoning,3,0.5066,Basic recall of assumptions from earlier suggestion.,The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,memory-for-sounds,Memory for Sounds,linguistic_quality,3,0.5066,"The turn uses clear, concise language with adequate sound memory.",The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,comparing-alphanumeric-data,Comparing alphanumeric data,other,3,0.5066,No explicit alphanumeric data comparison; assumptions mentioned are general.,the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,additional-common-parameters-and-their-end-points,Additional Common Parameters and Their End Points,relational,3,0.5066,The turn shows neutral engagement with parameters but lacks clear relational dynamics.,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,meeting-deadlines,Meeting Deadlines,other,3,0.5066,"The turn shows neutral engagement with deadlines, not directly addressing them.",happy to revisit either
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,rapid-cognitive-processing,Rapid cognitive processing,cognition_reasoning,4,0.5382,Assistant clearly applies rapid cognitive processing to address assumptions.,The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,comprehension-of-spoken-information,Comprehension of spoken information,linguistic_quality,4,0.5382,"Clear, structured explanation with specific assumptions mentioned.",The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,adaptability-and-flexibility-subcomponents,Adaptability and Flexibility Subcomponents,linguistic_quality,4,0.5382,"The response is clear, concise, and adapts to the user's request effectively.",happy to revisit either
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,time-orientation-end-points,Time Orientation End Points,other,3,0.5066,Neutral mention of past assumptions without clear time orientation end points.,The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass
ec15,Politeness — high register,pragmatics; politeness,1,assistant,Of course. The earlier suggestion assumed (a) the dataset is roughly balanced and (b) latency budget allows a second pass — happy to revisit either.,new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,1,0.7155,No mention of channeling sessions or new-age spirituality.,
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",role-of-spirituality-in-community-involvement,Role of Spirituality in Community Involvement,spirituality_culture,2,0.5382,Mentions community involvement (CI) but no spiritual or cultural reference.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",energy-healing-practice-reiki-sessions-year,Energy-healing practice: Reiki sessions / year,spirituality_culture,1,0.7155,No mention of Reiki or energy-healing practices.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",aura-color-perception,Aura-color perception,other,3,0.5066,Mention of color in context of CI status is ambiguous and not clearly aura-color perception.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",multiculturalism,Multiculturalism,spirituality_culture,1,0.7155,No reference to multiculturalism; turn is secular and unrelated.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",jewish-spiritual-metric-shabbat-candle-lighting-consistency,Jewish spiritual metric: Shabbat candle-lighting consistency,spirituality_culture,1,0.7155,No reference to Shabbat candle-lighting or Jewish spiritual practices.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",kabbalah-sephira-balance-tiferet,Kabbalah sephira balance: Tiferet,spirituality_culture,1,0.7155,No reference to Kabbalah sephira balance: Tiferet; turn is secular.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",dance-style-mastery-diversity,Dance-style mastery diversity,spirituality_culture,1,0.7155,No reference to dance-style mastery diversity; turn is secular.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",volunteer-work,Volunteer Work,spirituality_culture,2,0.5382,Mention of 'CI' and local work hints at volunteer efforts but is tangential.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",bahai-spiritual-metric-ridvan-festival-participation,Bahá’í spiritual metric: Ridván festival participation,spirituality_culture,1,0.7155,No reference to Bahá’í Ridván festival participation.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",cultural-identity,Cultural Identity,spirituality_culture,3,0.5066,Speaker mentions cultural identity (CI) as part of their life.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,1,0.7155,No mention of channeling sessions or spiritual metrics.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",connectedness-belief-in-interconnections,Connectedness: Belief in interconnections,relational,3,0.5066,Neutral mention of interconnectedness without clear belief in interconnections.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",sacred-text-engagement-zohar-kabbalah-study-hours,Sacred text engagement: Zohar (Kabbalah) study hours,spirituality_culture,1,0.7155,No reference to Zohar study or sacred text engagement.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",alignment-with-societal-roles,Alignment with societal roles,spirituality_culture,2,0.5382,Brief mention of societal role alignment in a technical context.,love how my CI is green locally and red on every other branch
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",sikh-spiritual-metric-kirtan-participation-frequency,Sikh spiritual metric: Kirtan participation frequency,behavioral_lifestyle,1,0.7155,No mention of Kirtan participation or Sikh spiritual metrics.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",ethnocentrism,Ethnocentrism,spirituality_culture,1,0.7155,No reference to ethnocentrism; turn is secular and unrelated.,"love how my CI is green locally and red on every other branch. very helpful, very cool."
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",buddhist-practice-eightfold-path-right-intention-level,Buddhist practice: Eightfold Path – Right Intention level,clinical_health,1,0.7155,No mention of Buddhist practice or Eightfold Path concepts.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",sacred-text-engagement-quran-surahs-memorized,Sacred text engagement: Quran surahs memorized,spirituality_culture,1,0.7155,No mention of Quran surahs or sacred text engagement.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",hindu-spiritual-metric-vrata-vows-observed-year,Hindu spiritual metric: Vrata vows observed / year,spirituality_culture,1,0.7155,No reference to Hindu spiritual metric or Vrata vows.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,0,user,"love how my CI is green locally and red on every other branch. very helpful, very cool.",holiness,Holiness,spirituality_culture,1,0.7155,No reference to holiness; turn is secular and unrelated to spirituality.,love how my CI is green locally and red on every other branch.
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",sleep-environment-temperature,Sleep-environment temperature,other,3,0.5066,No mention of temperature or sleep environment.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",travel-companions-diversity,Travel-companions diversity,behavioral_lifestyle,1,0.7155,No mention of travel-companions diversity or related concepts.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",peacefulness,Peacefulness,emotion,2,0.5382,No clear affective signal toward peacefulness.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",safety-compliance,Safety compliance,safety,1,0.7155,The turn addresses technical issues without safety concerns.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",comfort-with-vulnerability,Comfort with Vulnerability,safety,1,0.7155,"The assistant's response is neutral and professional, showing no vulnerability or safety concerns.","Classic environment drift. Want to diff `python -V`, `node -V`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",wake-time-consistency,Wake-time consistency,other,3,0.5066,No direct mention of wake times or consistency in sleep patterns.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",time-outdoors-day-h,Time outdoors/day (h),other,2,0.5382,No mention of time outdoors or related activities.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",disrespect,Disrespect,safety,1,0.7155,"The assistant's response is respectful and helpful, showing no disrespect.","Classic environment drift. Want to diff `python -V`, `node -V`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",originality,Originality,other,4,0.5382,The response offers a unique approach to diagnosing the issue.,"Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",digital-nomad-months,Digital-nomad months,behavioral_lifestyle,1,0.7155,No mention of digital-nomad months or related lifestyle patterns.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",independence,Independence,other,3,0.5066,The response shows some autonomy but is more analytical than independent.,"Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",network-basics,Network basics,other,3,0.5066,The turn addresses technical differences between environments but doesn't clearly exhibit network basics.,"Want to diff `python -V`, `node -v`, and the lockfile between local and CI"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",commute-time-day,Commute time/day,behavioral_lifestyle,1,0.7155,No mention of commute time/day or related activities.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",frankness,Frankness,safety,1,0.7155,"The assistant's response is neutral and professional, showing no frankness.","Classic environment drift. Want to diff `python -V`, `node -V`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",discreteness,Discreteness,other,3,0.5066,The turn does not clearly exhibit discreteness or its opposite.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",time-orientation-end-points,Time Orientation End Points,other,3,0.5066,The turn references past and future states without clear end points.,"Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",eco-tourism-trips,Eco-tourism trips,behavioral_lifestyle,1,0.7155,No mention of eco-tourism trips or related activities.,
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",openness,Openness,safety,1,0.7155,"The response is neutral and focused on technical details, showing no openness concerns.","Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
